	A063	A060	A056	A052	A045	A042	A040	A036	A035	A033	A025	A024	A020	A016	A011	A008	A007	A062	A061	A057	A051	A050	A047	A044	A041	A032	A031	A030	A028	A026	A022	A018	A015	A014	A012	A006	A004	A002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AM49_4BH	0.0	0.0	0.0	0.00543	0.01475	0.0	0.0	0.0	0.0	0.50694	0.9560799999999999	0.0	0.0	0.32261999999999996	0.0	0.00851	0.30871	0.12437999999999999	0.061689999999999995	0.35483000000000003	0.36414	0.0	0.81875	0.0	0.0	0.05058	0.0	0.0069900000000000006	0.0	0.0405	0.0	0.01139	0.0	0.05905	0.0	0.19326	0.04526	0.00678
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87005	0.0	0.0125	0.0	0.5101100000000001	0.0	0.00458	0.0	0.0	0.07521	0.23533	0.0	0.0	0.0	0.0	0.0014199999999999998	0.0	0.0	0.0	0.0	0.0	0.2377	0.0	0.0	0.09997	0.0	0.0	0.4689	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_NSJ_42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04205	0.0	0.0	0.0	0.0	0.0	0.47233	0.0	0.0	0.01259	0.0	0.0	0.0	0.0	0.69262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039299999999999995	0.0	0.0166	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi	0.0	0.0	0.05355	0.0	0.0	0.0	0.0	0.0	0.02901	0.0	0.0	0.0	0.0	0.01176	0.0	0.31639	0.0	0.0	0.0	0.0	0.0	0.15378	0.0	0.0	0.0	0.0	0.015040000000000001	1.41791	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium	0.01675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34708	0.01207	0.0	0.03522	0.0	0.0	0.0	0.0	0.23518000000000003	0.0	0.0	0.047639999999999995	0.01183	0.02504	0.0	0.0	0.0	0.0	0.06709	0.0	0.14206	0.0	0.07074	0.08115	0.0	0.01737	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_KLE1615	0.14035999999999998	0.0	0.0	0.0	0.00035	0.00621	0.053770000000000005	0.0	0.06713	0.06748	0.20975	0.0	0.0	0.45046	0.0	0.09498999999999999	0.03621	0.0	0.19027	0.68697	0.36646999999999996	0.0	0.0	0.0	0.0	0.02605	0.17812	0.0	0.00949	0.13962	0.09661	0.007379999999999999	0.00078	0.02474	0.0	0.008409999999999999	0.01511	0.043410000000000004
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_unclassified_SGB15145	0.0	0.0	0.0	0.0	0.0	0.09447	0.0347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0019	0.07501000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01535	0.01786	0.02883	0.0	0.0	0.0	0.0	0.00507	0.0	0.03581
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Evtepia|s__Evtepia_gabavorous	0.01007	0.0	0.0	0.0	0.00343	0.0	0.0	0.0	0.0	0.009309999999999999	0.0	0.0	0.0	0.0	0.0	0.41046000000000005	0.0	0.0	0.0	0.0	0.0	0.03352	0.0	0.0	0.0	0.0	0.0	0.09656	0.0	0.0	0.0	0.0	0.0	0.02168	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30744	0.00939	0.04044	0.0	0.0	0.0	0.0	0.1741	0.0	0.0	0.04191	0.01573	0.00695	0.0	0.0	0.0	0.0	0.0	0.0066099999999999996	0.0	0.0	0.04136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038200000000000005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.0	0.0	0.0	0.0	0.0	0.20864000000000002	0.04336	0.0	0.0	0.04358	0.11202999999999999	0.05931	0.0	0.0	0.0	0.08956	0.02368	0.0	0.1043	0.02888	0.00758	0.22111	0.0	0.00834	0.0	0.0	0.0197	0.0	0.0	0.17540999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.00734	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AF34_35BH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07217	0.0	0.00688	0.11254000000000002	0.0	0.0	0.0	0.0	0.20351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10513	0.0	0.0015400000000000001	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_AM28_29	0.55265	0.0	0.0	0.0	0.07267	0.01445	2.11793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46595	0.0	0.0	0.0	0.0	0.0	0.0	0.14114000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.38519000000000003	0.0	0.0	0.0	0.01515	0.44103000000000003	0.0	0.0	0.0	0.09387000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17828	0.0	0.03404	0.0	0.0	0.0	0.0	0.03907	0.01254	0.00886	0.037239999999999995	0.5179699999999999	0.013890000000000001	0.09459	0.0	0.0	0.0	0.029710000000000004	0.00732	0.36505
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii	0.050519999999999995	0.041389999999999996	0.25283	0.0	0.03266	0.0	0.18877	0.0	0.0	0.13419	0.53385	0.18954000000000001	0.0	0.6984600000000001	0.0	2.7133599999999998	0.03197	0.94886	1.0192	0.11307	0.05587999999999999	0.0	0.05123	0.0	0.0	0.0015300000000000001	0.23031	0.0	0.0934	0.87355	0.03695	0.0802	0.21323000000000003	0.14022	0.24069000000000002	0.0	0.0	0.00106
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.025330000000000002	0.11044000000000001	0.0	0.0	0.0	0.0	0.00426	0.0	0.01007	0.19455999999999998	0.00809	0.0	0.0	0.27851	1.18444	1.49725	0.02136	1.12507	0.42941999999999997	0.33348	0.0147	0.01236	0.39111	0.39649	0.0	0.014740000000000001	1.05806	0.0	0.026160000000000003	0.37388000000000005	0.16155999999999998	0.13683	0.15223	0.27738	0.0	0.0035	0.48345	0.050539999999999995
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola	0.0	0.0	0.0	0.019719999999999998	0.0	1.8390400000000002	0.0	0.0	0.0	0.0	0.12965	0.0	0.09257	0.0	0.0	0.2065	0.05637	0.0	0.0	0.0	0.39305	0.5764199999999999	0.0	0.0	0.0	0.00818	0.0	0.09926	0.20793000000000003	0.0	0.0	0.0	0.01223	0.08596000000000001	0.0	0.02137	0.02334	0.038110000000000005
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4815	0.0	0.0	0.0	0.0	0.01828	0.0	0.07063	0.0	0.0	0.0	0.07134	0.0	0.0	0.013909999999999999	0.0	0.20559000000000002	0.0	0.0	0.028030000000000003	0.02338	0.0	0.0	0.09731000000000001	0.14257999999999998	0.0	0.0	0.00374	0.0	0.0	0.00591	0.0	0.0	0.0	0.01269	0.0	0.0059	0.0	0.00157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_SGB4831	0.0	0.0	0.0	0.0	0.0	0.0	0.054279999999999995	0.0	0.0	0.0	0.13254000000000002	0.0	0.0	0.0	0.0	0.7894100000000001	0.0	0.0	0.02905	0.0	0.00439	0.0	0.0	0.01295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_caecimuris	0.0	0.0	0.03084	0.0	0.0	0.0	0.0	0.32623	0.0	0.0	0.0	0.47897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033819999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.09774	0.0	0.0	0.0	0.0	0.0	0.07555	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03909	0.0	0.0	0.0	0.0	0.03077	0.0	0.0	0.02694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07543	0.0	0.0	0.0	0.008709999999999999	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_faecis	0.048530000000000004	0.0	0.83005	0.03329	0.08726	0.15967	0.09796	4.69315	0.35681999999999997	0.11137999999999999	0.07131	0.0	0.0	0.1175	0.0	1.33728	0.00061	0.0851	0.13291	0.47162	0.00161	0.0	0.11880999999999999	0.00379	0.50151	0.0	0.19576	0.0	0.013969999999999998	0.04326	0.028589999999999997	0.22271999999999997	0.10445	0.14511	0.0	0.02045	0.02137	0.01376
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_glucerasea	0.13451	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02179	0.0	0.0	0.0	0.0	0.0	0.0	0.14247	0.0	0.10311	0.0	0.0	0.0	0.03837	0.0	0.0	0.0	0.0	0.0	0.0	0.03612	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.55415	2.7526200000000003	0.0	0.0	0.0021899999999999997	0.0	0.0	0.0	0.0	0.0	0.01957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16191	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_massiliensis	0.03179	0.0	0.0	0.00692	0.0	0.0	0.05897	1.83303	0.0	0.11915	0.35173000000000004	0.0	0.0	0.0	0.0	0.21711999999999998	0.01266	0.57703	0.024419999999999997	0.0	0.05075	0.00572	0.036680000000000004	0.3287	0.0	0.0	0.21445	0.0	0.0	0.10777	0.19301	0.10224	0.0	0.32522	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0.16385999999999998	0.05346	0.0	0.0	0.00451	0.08152999999999999	0.13593	0.0	0.7656	0.07245	0.1817	0.03405	0.0	0.016919999999999998	0.0	0.18667999999999998	0.00365	0.0	0.30754000000000004	0.11723	0.13269	0.0563	0.13294	0.34468000000000004	0.0	0.04193	0.29181999999999997	0.0	0.0	0.1222	0.0	0.0	0.026000000000000002	0.08686	0.0	0.006670000000000001	0.02019	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04578	0.0532	0.0	0.0	0.29316	0.0	0.0	0.0	0.0	0.0	0.21156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_AF19_10LB	0.0	0.00719	0.0	0.0	0.0	0.01598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02094	0.0	0.0	0.0	0.0	0.0	0.0	0.07936	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_MSK_20_85	0.0	0.0	0.0	0.0	0.036489999999999995	0.0	0.27113000000000004	0.0	0.0	0.059000000000000004	0.0	0.0	0.0	0.0	0.0	1.0433299999999999	0.0	0.0	1.05506	0.24652	0.01239	0.0	0.0	0.13216	0.0	0.0	0.0	0.0	0.029939999999999998	0.0	0.0	0.0	0.0406	0.0	0.0	0.0	0.0	0.025689999999999998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_OF03_15BH	0.0	0.0	0.0	0.0	0.0	0.0	0.014369999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0281	0.00542	0.0	0.00515	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.00823	0.0	0.0	0.0149	0.0	0.0	0.0	0.0	0.0035700000000000003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.17339000000000002	0.8702200000000001	1.49185	0.0451	0.10685	0.03992	0.51047	0.0	0.19918	0.44656	0.89994	0.58176	0.0	0.48373999999999995	0.23561999999999997	0.97677	0.16922	0.33595	1.81551	0.42416000000000004	0.18312	0.10284000000000001	0.21001999999999998	0.9267700000000001	0.0	0.0	0.45392	0.0	0.10462	0.7149399999999999	0.27697	0.9874	0.11507	0.38889	1.05108	0.04746	0.076	0.05041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.0449	0.0	0.0	0.0	0.0	0.05086	0.02275	0.0	0.23899	0.02187	0.07057999999999999	0.0	0.0	0.04746	0.0	0.64122	0.015059999999999999	0.0	0.5877399999999999	0.04385	0.02171	0.0	0.0	0.013330000000000002	0.0	0.03601	0.10837999999999999	0.0	0.0	0.06698	0.0	0.0	0.0	0.05901	0.0	0.01955	0.0	0.01157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.03528	0.0	0.0	0.0	0.11456	0.06447	0.7417600000000001	0.0	0.0	0.75895	0.2283	0.0	0.0	0.0	0.0	1.54825	0.03941	0.0	0.74283	0.0	0.17739000000000002	0.0	0.08345	0.0	0.0	0.01854	0.10735	0.0	0.0	0.15821	0.11977	0.0	0.0	0.07743	0.0	0.0504	0.02009	0.13624
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.0	0.0	0.0	0.030989999999999997	0.0	0.0	0.015090000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.914	0.0	0.0	0.0	2.04834	1.39038	0.0	0.0	0.0	0.0	0.0	0.0	0.00688	0.0	0.46717	0.00405	0.0	0.26339	0.0	0.0	0.01126	0.29952	0.09598
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.16893	0.0	0.0	0.0	0.0543	0.03279	0.81876	0.0	0.0	0.02563	0.13627	0.05435	0.0	0.31986	0.0	0.77298	0.034839999999999996	0.5153	0.39285	0.04687	0.11678	0.04766	0.0564	0.11777	0.0	0.01575	0.09085	0.01165	0.01514	0.09729	0.0	0.0	0.11627	0.12758	0.0	0.00924	0.04235	0.07272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.36744	0.0	0.0	0.014190000000000001	0.20287	0.0008699999999999999	1.90546	0.0	0.0	0.31025	0.3934	0.08417999999999999	0.0	0.0	0.0	3.9352	0.17206	0.0	0.96711	0.14936	0.10719000000000001	0.0	0.22696999999999998	0.56916	0.0	0.01429	0.49853000000000003	0.0286	0.05972	0.52933	0.0	0.03125	0.2214	0.12772999999999998	0.0	0.02537	0.18266	0.15533
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB	0.0	0.0	0.0	0.00037	0.020419999999999997	0.0	0.0	0.0	0.0	0.0	0.01162	0.00506	0.0	0.0	0.0	0.05756	0.0	0.0	0.05016	0.0	0.00425	0.00281	0.0	0.0	0.0	0.0	0.0	0.0035	0.0	0.00564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT	0.02266	0.0	0.0	0.0	0.0	0.00805	0.0124	0.0	0.0	0.00845	0.050730000000000004	0.00867	0.0	0.0	0.0	0.19771	0.02334	0.0	0.14665999999999998	0.0	0.0	0.0	0.0	0.00869	0.0	0.0	0.0	0.0	0.02165	0.0192	0.0	0.0	0.00229	0.01404	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis	0.0	0.0	0.03007	0.0	0.0	0.0	0.0	0.6488	0.02156	0.0	0.0	0.0	0.00673	0.0	0.0	0.01461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae	0.0	0.08048999999999999	0.04832	0.0	0.0	0.0	0.0	0.03754	0.41085	0.0	0.0	0.01681	0.33799999999999997	0.0	0.0	0.00206	0.0	0.015619999999999998	0.0	0.0	0.0	0.04503	0.0	0.0	0.0	0.0	0.0	0.0	0.06742999999999999	0.0	0.0	0.03127	0.0	0.0	0.03327	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena	0.5733199999999999	0.0	0.0	0.0	0.0	0.0	0.13768	0.0	0.0	0.07436	0.05753	0.0	0.0	0.0	0.0	0.0	0.05221	0.0	0.23228000000000001	0.0	0.09572	0.0	0.0	0.00476	0.0	0.44523999999999997	0.24385	0.0	0.03363	0.28656	0.26797	0.0	0.0	0.33568000000000003	0.0	0.012620000000000001	0.01245	0.01146
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalimonas|s__Faecalimonas_umbilicata	0.0	0.047369999999999995	0.14426	0.0	0.0	0.0	0.0	1.2752700000000001	0.17564000000000002	0.0	0.0	0.0	0.02607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27035	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	0.1173	0.0	0.0	0.0195	0.018680000000000002	2.00367	1.0180799999999999	0.0	0.23374	0.79645	0.8077	0.13579000000000002	0.10146000000000001	0.38858000000000004	0.0	0.39668000000000003	0.13444	1.48699	0.9518	0.72053	0.5809300000000001	0.0	0.6751	0.00828	0.0	0.08559	0.6140899999999999	0.020130000000000002	0.0265	0.68618	0.0	0.56119	0.17182	0.16	0.0	0.02567	0.059000000000000004	0.06458
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3746|s__GGB3746_SGB5089	0.0	0.0	0.054529999999999995	0.0	0.03007	0.0	0.0	0.0	0.07831	0.34102	0.41271	0.0	0.0	0.0	1.18919	0.00757	0.00579	0.0	0.0	0.41555	0.07789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12905	0.11268	0.0	0.81985	0.0	0.04513	0.0	0.00047999999999999996
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	0.0	0.14651	0.38905	0.0	0.0	0.0	0.0	0.0	0.3065	0.0	0.0	0.0	0.0	0.29869	0.0	0.0	0.0	0.04481	0.0	0.0	0.0	0.0777	0.048760000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	4.41544	0.02204	0.51255	0.41292	0.34188	0.0	0.62161	0.0	0.0	0.00565	2.60909	0.0	0.42822	2.28822	0.0	1.02326	0.58199	5.8071	2.48983	1.14252	3.39026	0.0	1.30999	0.13205	0.0	1.52084	5.19344	0.0036899999999999997	0.0	7.64887	0.0	4.39124	0.44241	1.24775	0.0	0.39778	0.64946	0.8088
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium	0.21384	0.1011	0.0	0.14309000000000002	0.12211	0.25018	0.1995	0.01487	0.0131	0.35563	0.63669	0.34381	0.0	0.39348	0.0	1.8002099999999999	0.08087000000000001	1.28541	0.9134399999999999	1.14235	0.54348	1.03955	0.13041	0.30914	0.25558000000000003	0.16707	0.18275999999999998	0.10392	1.5334	0.34102	0.38742	0.06408	0.25459	0.22336999999999999	0.04774	0.3972	0.06516	0.24398000000000003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_OM04_12BH	0.0	0.0	0.01439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013380000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01787	0.0	0.01231
