	A063	A060	A056	A052	A045	A042	A040	A036	A035	A033	A025	A024	A020	A016	A011	A008	A007	A062	A061	A057	A051	A050	A047	A044	A041	A032	A031	A030	A028	A026	A022	A018	A015	A014	A012	A006	A004	A002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15234	0.0	0.0	0.0	0.00072	0.23534000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64498	0.0	0.0	0.18127000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09761	0.08348	0.0	0.0	0.0	0.04236	0.01994	0.0	0.0	0.02537	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00301	0.0	0.0	0.18581	0.7542	0.04318	0.0	0.0	0.0	0.0	0.0	0.0	0.17862999999999998	0.0	0.09522	0.0	0.0	0.0	0.0	0.0	0.10345	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06297	0.0	0.0	0.0	0.0	4.6117300000000006	0.0	0.0	0.0	0.0	0.01295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23206999999999997
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265	0.0	0.0	0.0	0.0	0.60536	0.0	0.0	0.0	0.1003	0.0	0.0	0.0	0.0	0.0	0.0	0.0297	0.0	0.0	0.5180100000000001	0.37354	0.030139999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.12349	0.0	0.00672	0.9905200000000001	0.0	0.0	0.0	0.0	0.039	0.00633	0.02429
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB4191	0.0	0.0	0.0	0.0948	0.0	0.0	0.0	0.0	0.0	0.0	1.2000600000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30254000000000003	0.16802	0.0	0.0	0.0	0.0	0.0	0.07527	0.0	0.0	0.0	0.0	0.56565	0.0	0.0	0.0	0.20469	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB4425	0.0	0.0	0.0	0.0	0.0046	0.0	0.0	0.0	0.0	0.15682000000000001	0.32061	0.0	0.0	0.0	0.0	0.018940000000000002	0.0	0.0	0.8375100000000001	0.3252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030019999999999998	0.0	0.10937000000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_SGB4421	0.0	0.0	0.0	0.0162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1165	0.0	0.0	0.0	0.0	0.09378	0.0	0.0	0.0	0.0	0.0	0.23776999999999998	0.0	0.0	0.0	0.0	0.04431	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	0.0	0.0	0.57192	0.15959	0.0	0.0	0.0	0.0	0.26514	0.43387	0.9872200000000001	0.0	0.0	0.0	0.0	0.05113	0.0	1.03874	4.62828	0.054029999999999995	0.36835	0.0	0.0	0.0	0.0	0.8978700000000001	0.43737	0.09178	0.0	0.33039	6.87973	3.20313	0.0	0.09195	0.0	0.0	1.48725	0.19759000000000002
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	1.32092	0.0	0.0	0.24435	0.0	0.0	0.19664	0.0	0.0	0.0	1.72147	0.16708	0.0	0.0	0.0	6.01398	0.0	2.7873099999999997	12.55739	0.9352299999999999	0.7795	0.14803	0.0	0.0	0.0	0.0	2.31282	0.32328	0.0	3.7211	0.0	0.5355800000000001	0.27416999999999997	1.9458	0.0	0.41003	0.01924	0.08861000000000001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0.0	0.0	0.06781000000000001	0.0	0.07072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029110000000000004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1226	0.0	0.028630000000000003	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_NSJ_71	0.0	0.0	1.22571	0.0	0.0	0.02675	0.0	0.0	10.189630000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23051	0.0	0.0	0.0	0.0	0.09543	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.01139	0.0	0.0	0.0	0.0	0.0	0.0	0.67604	0.43698000000000004	0.0	0.0	0.01222	0.0	0.0	0.0	0.18379	0.0	0.0	0.07521	0.0	0.0	0.58326	0.1193	0.0	0.0	0.0	0.0	0.8856799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009170000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.050230000000000004	0.0	0.0	0.07528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08302999999999999	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_innocuum	0.0	0.0	0.1074	0.0	0.0	0.0	0.0	0.19729000000000002	0.02222	0.0	0.0	0.020569999999999998	0.0	0.0	0.0	0.24953000000000003	0.0	0.0	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.18763	0.0	0.0	0.0	0.0	0.0	0.0	0.00116	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	0.0	0.0	0.34357	0.0	0.0	0.0	0.0	1.6257700000000002	0.57909	0.0	0.0	0.08367999999999999	0.00502	0.0	0.19721	0.0	0.0	0.0	0.0	0.0	0.0	0.00141	0.0	0.0	0.01004	0.0	0.0	0.0	0.0	0.0	0.024730000000000002	0.0	0.0	0.0	0.020909999999999998	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_faecis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08129	0.0	0.0	0.0	0.2254	0.0	0.0	0.1045	0.0	0.04697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0951	0.0	0.0	0.0	0.0	0.23496999999999998	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.10438	0.14569000000000001	0.0	0.058679999999999996	0.0	0.01009	0.0	0.0	0.0	0.01764	0.4817	0.0	0.0	0.0	0.0	0.14857	0.0	0.0	0.0	0.16044	0.15282	0.42746000000000006	0.0	0.0654	0.0	0.00965	0.0628	0.0	0.19985	0.2046	0.0	0.0	0.0	0.48656000000000005	0.0	0.00663	0.07069	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_Marseille_P2844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4964699999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00461	0.0	0.0	0.0	0.0	0.0	0.15679	0.0	0.0	0.0	0.0	0.00389	0.02661	0.0	0.0	0.0795	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter|s__Turicibacter_sanguinis	0.0	0.0	0.0	0.01064	0.0	0.0	0.0	0.0	0.0	0.0	0.5725899999999999	0.0	0.0	0.08101	0.0	0.05657	0.0	0.0	0.06001	0.0	0.0	0.00822	0.00792	0.0	0.0	0.0	0.0	0.0	0.0	0.01564	0.0	0.02762	0.0581	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_AF16_15	0.06163	0.0	0.0	0.0	0.0	0.06888	0.02501	0.0	3.25656	0.02586	0.01789	0.0	0.0	0.05006	0.0	0.09135	0.0	0.07723	0.024	0.1362	0.00296	0.0	0.0	0.0	0.0	0.016659999999999998	0.029210000000000003	0.0	0.0	0.00265	0.0	0.0	0.0	0.17964000000000002	0.0	0.0	0.01008	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcaceae_unclassified|s__Acidaminococcaceae_unclassified_SGB5785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28526999999999997	0.052129999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17402	0.0	0.0	0.0	0.0	0.0	0.0588	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.63568	0.0	0.0	0.0	1.3356299999999999	0.0	0.16041	0.0	0.0	1.07512	0.16708	0.0	1.82382	0.0	0.0	0.0	0.18830999999999998	0.0	0.28772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8618600000000001	0.0	0.0	0.0	0.47381	0.0	0.005679999999999999	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	0.59701	1.58103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70039	0.0	0.0	0.0	0.79243	0.73853	0.0	0.0	0.0	0.0	2.83482	0.0	1.5285600000000001	0.0	0.0	0.23426999999999998	0.0	1.36715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_funiformis	0.0	0.0	0.0	0.0	0.13222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0215	0.039580000000000004	0.0	0.0	1.24686	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.02311
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	0.0	0.0	0.0	0.0	0.02311	0.0	0.55712	0.0	0.07629	0.09626	0.09197000000000001	0.0	0.0	0.0	0.0	0.01366	0.0	0.0	0.014459999999999999	0.0	0.03046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04627	0.0	0.0	0.00957	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_hominis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12340999999999999	1.9227	0.0	0.0	1.23456	0.0	0.0	0.0	0.0	0.0	1.10131	0.0	0.0	0.0	0.10792	0.0	0.63988	0.4336	0.39941	0.0	0.9108200000000001	0.0	1.33955	0.0	0.58013	0.59227	0.96385	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus	0.0	0.0	2.9457299999999997	0.0	0.0	0.0	0.0	0.0	2.7496400000000003	0.0	0.0	0.0	0.0	0.09333	0.0	2.29337	0.0	0.5965	0.0	0.0	0.0	0.0	0.0	0.0	0.69414	0.0	0.0	0.35306	0.0	0.0	0.0	0.0	2.1493	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__GGB4266|s__GGB4266_SGB5809	0.0	0.0	0.0	0.40922	0.0	0.0	0.29485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69109	0.0	0.0	0.0	0.14856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5538
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0.0	0.01489	0.0	0.0	0.0	0.0	0.27751	0.0	0.0	0.0	0.0	0.0	0.0	0.0131	0.00335	0.0	0.03584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.00958	0.0	0.00109	0.00707	0.00935	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0.0	0.022609999999999998	0.0	0.0	0.0	0.0	0.13022	0.00462	0.0	0.0	0.0	0.0	0.05097	0.0	0.00659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00882	0.43115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0.0	0.0	0.06913	0.0	0.01771	0.0	0.4995	7.8738	0.0	0.0	0.0	0.0	2.35377	0.0	0.09381	0.0	0.07812000000000001	0.0	0.0	0.0	0.0	0.0	0.03573	0.53466	0.023469999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00639	0.02248	0.03227	0.01565	0.013969999999999998	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00435	0.0	0.03735	0.047810000000000005	0.0
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Lentisphaeria_unclassified|f__Lentisphaeria_unclassified|g__Lentisphaeria_unclassified|s__Lentisphaeria_bacterium	0.12608	0.0	0.0	0.0	0.01636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02675	0.0	0.08407	0.21286	0.0	0.0	0.0	0.0	0.021240000000000002	0.89254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04917	0.005370000000000001	0.0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__GGB6601|s__GGB6601_SGB9333	0.0	0.0	0.0	1.9904400000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.2542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7905	0.9010799999999999	0.0	0.0	0.0	0.0	0.0	0.0	4.0442800000000005	1.60001	0.39735	0.0	0.0	0.0	0.0	0.0	0.01969	0.0	0.00503
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Alphaproteobacteria_unclassified|s__Alphaproteobacteria_bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33034	0.0	0.0	0.0	0.0	0.0	0.17207999999999998	0.65396	0.0	0.0	0.0	0.0	0.0	0.0	0.27065	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB6606|s__GGB6606_SGB9340	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77822	0.0	0.03951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19998	0.0	0.0	0.0	0.0	0.0	0.6038399999999999	0.0	0.31598000000000004	2.66456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__GGB6613|s__GGB6613_SGB9347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52372	0.34226999999999996	0.0	0.0	0.0	0.0	0.14217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__GGB6649|s__GGB6649_SGB9391	0.024030000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04131	0.0	0.0	0.0	0.0	0.03517	0.0	0.0	0.0	0.0	0.0	0.04922	0.0	0.01854	0.00586	0.15915	0.0	0.0	0.0	0.0	0.0	0.0	0.01277
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus_massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15762	0.0	0.18739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21038	0.0	0.0	0.11665999999999999	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Mesosutterella|s__Mesosutterella_multiformis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014159999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13978	0.0	0.0	0.0	0.01872	0.11051	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.03658	0.0	0.0	0.0	0.0	0.07765	0.0	0.0	0.30951999999999996	0.0	0.01882	0.8674200000000001	2.4579	0.0	0.0	0.0	0.0112	0.0	0.0	0.07412	0.0	2.81725	0.0	0.0	0.92051	0.0202	0.0	0.0	0.0	0.09557	1.02895	1.9979200000000001	0.0	0.0	0.0	0.00547	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_seckii	0.0	0.0	0.0	0.30117	0.0	0.07447000000000001	0.01292	0.0	0.0	0.0	2.96348	0.0	0.0	0.0	0.0	0.0031899999999999997	0.30655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45403999999999994	0.0	0.42603
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0.55023	0.9071600000000001	0.0	1.58305	0.79487	0.41453	0.72106	0.0	0.58194	0.0	0.0	0.0	0.0	0.0	0.0	0.00445	1.27257	0.0	0.0	0.0	0.5907899999999999	0.0	0.0	0.25286	0.0	0.68225	0.4674	0.0	0.9143399999999999	1.4331	0.0	0.0	0.0	0.9974700000000001	0.0	0.0	0.5152	0.09153
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.17683	0.13259	0.47202	0.04247	0.19318	0.07495	0.0	0.0	1.4204700000000001	0.10803	0.08957999999999999	0.29674	0.2362	0.0	0.0	0.10292000000000001	0.31411999999999995	0.28559	0.0	0.13652	0.0	0.0	0.0	0.013590000000000001	0.0	0.00183	0.12707000000000002	0.16442	0.08192	0.29985	0.11007	0.40618000000000004	0.10113	0.18266	0.0	0.0010400000000000001	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium	0.25551999999999997	0.0	0.0	0.0	0.09821	0.0	0.00314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45605	0.0	0.0	0.0	0.0	0.04956	0.0	0.0	0.0	0.0	0.00173	0.0	0.0	0.11825	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.00951	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.0	0.0	0.0	0.054110000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12616	0.0	0.0	0.0	0.0	0.0	0.0	0.22629000000000002	0.0	0.13228	0.0	0.0	0.0	0.0	0.0	0.053529999999999994	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB9818|s__GGB9818_SGB15459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02316	0.0	0.03424	0.06282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01277	0.00335	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	0.0	2.6550700000000003	2.18343	0.0	0.3619	0.0	14.689329999999998	1.3437700000000001	0.0	0.052129999999999996	0.39404	0.06094	6.282719999999999	0.31399	5.90561	1.17086	5.00689	0.01285	9.67118	0.055020000000000006	0.07327	0.00198	0.010329999999999999	2.01267	0.01103	0.0	0.26144	3.5729800000000003	0.0	0.7732100000000001	0.05612999999999999	0.0	0.02011	0.0	0.04091	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0.0	0.0	0.0	0.017230000000000002	0.23918000000000003	0.0	0.0	2.74859	0.0	0.0	0.0	0.0	0.65632	0.47686000000000006	0.0	0.0	0.22608000000000003	0.0	0.0	0.0	0.0	0.0	0.11517999999999999	0.06364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0.0	0.02605	0.0	0.030260000000000002	0.0	0.0	1.95787	0.09887	0.0	0.0	0.05065	0.0	0.09302	0.22124000000000002	0.34826999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.01069	0.27364	0.08586	0.00128	0.0	0.0	0.0	0.0	0.049319999999999996	0.0	0.24806	0.07628	0.30668	0.07476000000000001	0.79609	1.95505	0.01205
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.0	0.012440000000000001	0.18414	0.0	0.1306	0.0	0.0	0.0	6.73822	0.27458	0.0	0.0	0.0	0.0	0.0	16.60081	0.0	0.0	3.13762	0.0	0.0	0.0271	0.51457	0.0	0.0	0.0	0.0	10.73799	0.0	0.5394899999999999	0.73639	1.5423	0.0	0.0	0.0	0.0	0.0	0.0
